,file,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細
1639,https://www2.jica.go.jp/ja/evaluation/pdf/2016_PE-P25_4_f.pdf,ペルー,2016,（株）グローバル・グループ 21 ジャパン,薗田元,18535000000.0,17905000000.0,1999-04-01,2003-03-26,1999-04-01,2017-06-01,48.0,219.0,高い,,中程度,中程度,低い,122.0,456.0,中程度,,,低い,未完。実績のプロジェクトコストは2016年6月時点のものであり、未完成のピウラ市サンマルティン下水処理場の費用は含まれていない。最終的な総事業費は計画を122%上回る見込み。,有償,上水道、下水道,地方上下水道整備事業,1,中南米,南アメリカ
1640,https://www2.jica.go.jp/ja/evaluation/pdf/2015_PE-P37_4_f.pdf,ペルー,2015,(株)グローバル・グループ 21 ジャパン,薗田元,33138000000.0,58227000000.0,2000-03-01,2005-09-20,2000-03-01,2016-11-01,67.0,201.0,高い,,中程度,中程度,低い,175.7,300.0,高い,,,一部課題がある,このプロジェクトは「リマ首都圏周辺居住域衛生改善事業」と「リマ首都圏周辺居住域衛生改善事業(II)」の2つの円借款で構成されていますが、報告書では一体として評価されています。事業は一部未完成です。,有償,上水道、下水道,リマ首都圏周辺居住域衛生改善事業（II）,1,中南米,南アメリカ
1641,https://www2.jica.go.jp/ja/evaluation/pdf/2011_PE-P27_4_f.pdf,ペルー,2011,株式会社グローバルグループ21ジャパン,薗田元,7449000000.0,6287000000.0,2000-09-01,2007-01-07,2000-09-01,2009-10-01,77.0,110.0,高い,高い,中程度,中程度,中程度,84.0,143.0,中程度,,,一部課題がある,,有償,農業一般、農業土木,山岳地域・貧困緩和環境保全事業（III）,1,中南米,南アメリカ
1642,https://www2.jica.go.jp/ja/evaluation/pdf/2015_PE-P29_4_f.pdf,ペルー,2015,(株)グローバル・グループ21 ジャパン,薗田元,10181000000.0,15216000000.0,2000-09-01,2005-05-21,2000-09-01,2016-05-01,57.0,189.0,高い,,高い,高い,低い,178.0,332.0,中程度,,,一部課題がある,シクアニのコンポーネントが評価時点で未完成でした。,有償,上水道、下水道,地方都市上下水道整備事業（II）,1,中南米,南アメリカ
1643,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0603695_4_f.pdf,ペルー,2015,ペルー事務所,,370000000.0,411000000.0,2005-03-01,2008-03-01,2005-03-01,2008-03-01,36.0,36.0,高い,,高い,高い,中程度,111.0,100.0,中程度,,,高い,,技協,人的資源一般,人権侵害及び暴力被害住民への包括的ヘルスケア強化プロジェクト,1,中南米,南アメリカ
1644,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0608000_4_f.pdf,ペルー,2011,株式会社アイコンズ,長島聡,1320000000.0,1307000000.0,2006-04-01,2008-03-01,2006-08-01,2008-03-01,44.0,44.0,高い,,中程度,中程度,高い,99.0,100.0,中程度,,,高い,,無償,水産,タララ漁港拡張・近代化計画,1,中南米,南アメリカ
1645,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PE-P31_4_f.pdf,ペルー,2017,株式会社国際開発センター,野本綾子,9701000000.0,8737000000.0,2006-12-01,2012-07-09,2006-12-01,2016-05-01,68.0,114.0,高い,,高い,高い,中程度,90.0,168.0,中程度,,,高い,,有償,農業土木,灌漑サブセクター整備事業,1,中南米,南アメリカ
1646,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0961500_4_f.pdf,ペルー,2015,(株)グローバル・グループ 21 ジャパン,薗田元・吉田健,1303000000.0,1590000000.0,2007-03-01,2009-10-28,2007-03-01,2012-11-01,32.0,68.0,高い,,高い,高い,低い,122.0,213.0,高い,,,高い,,無償,道路,新マカラ国際橋建設計画,1,中南米,南アメリカ
1647,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0716400_4_f.pdf,ペルー,2012,ペルー国事務所,,785000000.0,785000000.0,2008-03-17,2009-08-08,2008-03-17,2010-01-13,17.0,22.0,高い,,中程度,中程度,中程度,100.0,131.0,中程度,,,一部課題がある,,無償,教育,イカ州地震被災地復興計画,1,中南米,南アメリカ
1648,https://www2.jica.go.jp/ja/evaluation/pdf/2018_PE-P32_4_f.pdf,ペルー,2018,OPMAC 株式会社,小林信行,16105000000.0,21382000000.0,2008-12-01,2011-12-16,2008-12-01,2013-10-01,37.0,59.0,['中程度'],,['低い'],['低い'],['低い'],128.0,159.0,['低い'],,,低い,事業完了が確定できていない。,有償,下水道,イキトス下水道整備事業,1,中南米,南アメリカ
1649,https://www2.jica.go.jp/ja/evaluation/pdf/2018_PE-P34_4_f.pdf,ペルー,2018,株式会社グローバル・グループ 21 ジャパン,薗田元,13243000000.0,14351000000.0,2009-03-01,2011-09-14,2009-03-01,2019-04-01,29.0,122.0,高い,高い,高い,高い,低い,108.0,397.0,中程度,,,一部課題がある,ロレト州の一部事業は事後評価時に未完成であるため未完。,有償,電力,電力フロンティア拡張事業（3）（ロレト州）,1,中南米,南アメリカ
1650,https://www2.jica.go.jp/ja/evaluation/pdf/2020_PE-P35_4_f.pdf,ペルー,2020,株式会社グローバル・グループ 21 ジャパン,薗田元,11133000000.0,19871000000.0,2009-03-01,2011-12-15,2009-03-01,2021-06-01,31.0,136.0,高い,高い,中程度,中程度,低い,178.0,439.0,中程度,,,低い,未完,有償,上水道、下水道,カハマルカ上下水道整備事業,1,中南米,南アメリカ
1651,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0800641_4_f.pdf,ペルー,2015,(株)グローバル・グループ 21 ジャパン,薗田元,400000000.0,435000000.0,2009-04-01,2013-02-25,2009-06-01,2013-03-01,48.0,46.0,高い,,高い,高い,中程度,109.0,96.0,中程度,,,高い,,技協,上水道,北部地域給水・衛生事業組織強化プロジェクト,1,中南米,南アメリカ
1652,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0960160_4_f.pdf,ペルー,2015,株式会社グローバル・グループ21ジャパン,薗田元,3651000000.0,3891000000.0,2009-08-01,2011-09-20,2009-08-01,2016-04-01,26.0,81.0,高い,,高い,高い,中程度,107.0,312.0,中程度,,,高い,ペルー側負担施設は事後評価時にも未完成。,無償,保健・医療、社会福祉,国立障害者リハビリテーション・センター建設計画,1,中南米,南アメリカ
1653,https://www2.jica.go.jp/ja/evaluation/pdf/2017_PE-P36_4_f.pdf,ペルー,2017,株式会社グローバル・グループ 21 ジャパン,薗田元,15309000000.0,14779000000.0,2009-09-01,2013-09-10,2009-09-01,2015-09-01,49.0,73.0,高い,,高い,高い,中程度,97.0,149.0,高い,,,非常に高い,,有償,上水道、下水道,リマ首都圏北部上下水道最適化事業（I）,1,中南米,南アメリカ
1654,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0900791_4_f.pdf,ペルー,2018,ペルー事務所,,360000000.0,277000000.0,2010-03-01,2015-03-01,2010-03-01,2015-03-01,60.0,60.0,高い,,高い,高い,高い,77.0,100.0,高い,,,非常に高い,,技協,気象・地震,ペルーにおける地震・津波減災技術の向上プロジェクト,1,中南米,南アメリカ
1655,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1002700_4_f.pdf,ペルー,2019,ペルー事務所,,657000000.0,736000000.0,2011-07-01,2016-07-01,2011-07-01,2016-07-01,60.0,60.0,高い,,高い,高い,中程度,112.0,100.0,中程度,,,高い,,技協,農業一般,カハマルカ州小規模農家生計向上プロジェクト,1,中南米,南アメリカ
1656,https://www2.jica.go.jp/ja/evaluation/pdf/2023_PE-P38_4_f.pdf,ペルー,2023,株式会社グローバル・グループ 21 ジャパン,薗田元,5311000000.0,32901000000.0,2012-03-01,2015-12-13,2012-03-01,2025-06-01,36.0,150.0,高い,やや低い,高い,高い,低い,619.0,350.0,高い,,,高い,未完,有償,上水道、下水道,地方アマゾン給水・衛生事業,1,中南米,南アメリカ
1657,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1161640_4_f.pdf,ペルー,2018,ペルー事務所,,700000000.0,699000000.0,2012-12-01,2016-06-02,2012-12-01,2016-01-01,43.0,38.0,高い,,高い,高い,高い,100.0,88.0,中程度,,,非常に高い,,無償,気象・地震,広域防災システム整備計画,1,中南米,南アメリカ
1658,https://www2.jica.go.jp/ja/evaluation/pdf/2021_PE-P40_4_f.pdf,ペルー,2021,(株)グローバル・グループ 21 ジャパン,澤井克紀,10480000000.0,8478000000.0,2012-12-01,2018-02-01,2013-01-01,2018-02-01,63.0,62.0,高い,高い,やや低い,やや低い,やや低い,,,やや低い,特になし。,特になし。,一部課題がある,,有償,エネルギー一般、新・再生エネルギー,エネルギー効率化インフラ支援プログラム,1,中南米,南アメリカ
1659,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0603101_4_f.pdf,ホンジュラス,2013,株式会社グローバル・グループ 21 ジャパン,田中恵理香,905000000.0,682000000.0,2003-04-01,2006-03-01,2006-04-01,2011-03-01,96.0,96.0,高い,高い,高い,高い,高い,,,中程度,,,非常に高い,,技協,基礎教育,算数指導力向上プロジェクトフェーズ2,1,中南米,中央アメリカ
1660,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0701409_4_f.pdf,ホンジュラス,2014,Value Frontier 株式会社,西野宏,572000000.0,486000000.0,2003-09-02,2005-12-14,2008-03-15,2011-03-14,84.0,84.0,高い,高い,高い,高い,中程度,127.0,175.0,中程度,,,高い,,技協,保健・医療,シャーガス病対策プロジェクト フェーズ2,1,中南米,中央アメリカ
1661,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0603090_4_f.pdf,ホンジュラス,2014,ホンジュラス事務所,,250000000.0,332000000.0,2003-11-01,2006-10-11,2003-11-01,2008-10-01,36.0,60.0,高い,,低い,低い,低い,133.0,167.0,中程度,,,低い,,技協,行政一般,地方女性のための小規模起業支援プロジェクト,1,中南米,中央アメリカ
1662,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0607400_4_f.pdf,ホンジュラス,2010,ホンジュラス事務所,,788000000.0,779000000.0,2005-08-01,2007-03-08,2006-06-01,2007-12-01,38.0,19.0,高い,,高い,高い,高い,98.0,94.0,高い,,,非常に高い,,無償,道路,アグア・カリエンテ橋改修計画,1,中南米,中央アメリカ
1663,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0607500_4_f.pdf,ホンジュラス,2010,ホンジュラス事務所,,814000000.0,663000000.0,2006-06-01,2007-09-01,2006-06-01,2007-09-01,16.0,16.0,高い,,高い,高い,高い,81.0,100.0,高い,,,非常に高い,,無償,行政一般,消防機材拡充計画,1,中南米,中央アメリカ
1664,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0603085_4_f.pdf,ホンジュラス,2019,株式会社グローバル・グループ 21 ジャパン,薗田元,180000000.0,242000000.0,2006-09-01,2009-03-03,2006-09-01,2010-10-01,30.0,49.0,高い,,高い,高い,低い,135.0,163.0,高い,,,高い,,技協,行政一般,西部地域・開発能力強化プロジェクト,1,中南米,中央アメリカ
1665,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0702700_4_f.pdf,ホンジュラス,2012,ホンジュラス事務所,,950000000.0,946000000.0,2007-05-23,2010-05-23,2007-05-23,2009-09-02,36.0,28.0,高い,,高い,高い,高い,100.0,76.0,中程度,,,非常に高い,,無償,道路,グァイモン橋架け替え計画,1,中南米,中央アメリカ
1666,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0701700_4_f.pdf,ホンジュラス,2012,ホンジュラス事務所,,888000000.0,885000000.0,2007-05-23,2009-04-20,2007-05-23,2009-09-21,23.0,28.0,高い,,高い,高い,中程度,100.0,122.0,中程度,,,高い,,無償,保健・医療,サン・フェリペ病院整備計画,1,中南米,中央アメリカ
1667,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0801800_4_f.pdf,ホンジュラス,2013,株式会社グローバル・グループ21ジャパン,薗田元,1838000000.0,1848000000.0,2007-06-01,2009-02-07,2008-02-01,2010-07-01,49.0,51.0,高い,,中程度,中程度,中程度,101.0,99.0,高い,,,高い,"被援助国負担額は、1期と2期の日本側負担額の比率に基づき按分して算出。総合的なプロジェクトコストの計画は1,827百万円、実績は1,847百万円。総合的なプロジェクト期間の計画は38.5ヶ月、実績は38ヶ月。",無償,上水道,テグシガルパ緊急給水計画,1,中南米,中央アメリカ
1668,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0701600_4_f.pdf,ホンジュラス,2013,株式会社グローバル・グループ21ジャパン,吉田健,1300000000.0,1297000000.0,2007-07-01,2009-09-01,2007-07-01,2009-07-01,26.0,25.0,高い,,中程度,中程度,中程度,,,中程度,,,一部課題がある,被援助国負担の恒久的な国境施設が未建設。,無償,道路,日本・中米友好橋建設計画,1,中南米,中央アメリカ
1669,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0701416_4_f.pdf,ホンジュラス,2015,ホンジュラス事務所,,380000000.0,382000000.0,2008-06-01,2012-05-01,2008-06-01,2012-05-01,48.0,48.0,高い,,高い,高い,中程度,101.0,100.0,中程度,,,高い,,技協,人口・家族計画,オランチョ県思春期リプロダクティブヘルス強化プロジェクト,1,中南米,中央アメリカ
1670,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160380_4_f.pdf,ホンジュラス,2016,株式会社グローバル・グループ 21 ジャパン,薗田元,1101000000.0,1039000000.0,2011-02-01,2013-09-02,2011-02-01,2013-10-01,32.0,33.0,高い,,高い,高い,中程度,95.0,103.0,高い,,,非常に高い,,無償,公益事業一般,首都圏地滑り防止計画,1,中南米,中央アメリカ
1671,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1100333_4_f.pdf,ホンジュラス,2019,株式会社グローバル・グループ 21 ジャパン,薗田元,330000000.0,379000000.0,2011-10-01,2016-11-01,2011-10-01,2016-11-01,62.0,62.0,高い,,高い,高い,中程度,115.0,100.0,高い,,,非常に高い,,技協,行政一般,地方開発のための自治体能力強化プロジェクト,1,中南米,中央アメリカ
1672,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1260860_4_f.pdf,ホンジュラス,2019,ホンジュラス事務所,,952000000.0,952000000.0,2013-03-18,2015-02-21,2013-03-18,2015-12-15,23.0,33.0,中程度,,低い,低い,中程度,100.0,142.0,中程度,,,低い,,無償,電力,テグシガルパ市内給水施設小水力発電導入計画,1,中南米,中央アメリカ
1673,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260880_4_f.pdf,ホンジュラス,2017,ホンジュラス事務所,,561000000.0,559000000.0,2013-10-23,2015-09-14,2013-10-23,2015-02-26,23.0,16.0,高い,高い,高い,高い,高い,100.0,71.0,高い,,,非常に高い,,無償,道路,デモクラシア橋補修計画,1,中南米,中央アメリカ
1674,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1360760_4_f.pdf,ホンジュラス,2022,ホンジュラス事務所,,624000000.0,517000000.0,2014-04-21,2016-05-02,2014-04-21,2019-10-18,23.0,62.0,高い,高い,高い,高い,やや低い,83.0,270.0,やや低い,,,高い,,無償,保健・医療,レンピラ県及びエルパライソ県母子保健医療サービス整備計画,1,中南米,中央アメリカ
1675,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1300188_4_f.pdf,ホンジュラス,2023,OPMAC 株式会社,三島光恵,507000000.0,511000000.0,2015-01-01,2020-01-06,2015-02-01,2020-04-01,61.0,63.0,高い,やや低い,やや低い,やや低い,高い,101.0,103.0,高い,ACTIVOモデルの構築に際し統計分析を活用したことは、本事業にて実施した研修や支援の有効性を客観的に検証してプロジェクト関係者に示したことは説得力が高いものであり、また、検証結果を内容改善につなげたという点において有用なものであった。,本事業は最貧層へのフォーカス、民間を含めたマルチステークホルダーとの協働という視点で大きな成果を上げたことが示された。貧困の要因は、教育水準の低さ、生活手段の制約、公的機関や民間のあらゆる金融サービスアクセスへの制約等、多面的且つ複合的な要素が含まれている。本事業は、対象国の多様なアクター（中央政府機関、市政府、市政府連合、社会統合副省から業務委託された各地のコーディネーター、民間銀行や信用組合等の金融機関、NGO 等）を巻き込んで実施したことで、様々なインパクトの発現につながった。,高い,,技協,その他,金融包摂を通じたCCT受給世帯の生活改善・生計向上プロジェクト,1,中南米,中央アメリカ
1676,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1760140_4_f.pdf,ホンジュラス,2023,(株)グローバル・グループ 21 ジャパン,木田暁子,1744000000.0,1656000000.0,2017-05-01,2021-03-12,2017-06-01,2021-03-01,35.0,34.0,高い,高い,やや低い,やや低い,非常に高い,95.0,97.0,高い,,,高い,,無償,上水道,コマヤグア市給水システム改善・拡張計画,1,中南米,中央アメリカ
1677,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0402400_4_f.pdf,ボスニア・ヘルツェゴビナ,2010,オクタヴィアジャパン株式会社,稲澤健一,1345000000.0,1302000000.0,2004-05-01,2006-12-01,2004-05-01,2006-12-01,32.0,32.0,高い,,高い,,中程度,103.0,100.0,高い,,,非常に高い,,無償,運輸交通一般,ドボイ橋及びモドリッチャ橋建設計画,1,欧州,南ヨーロッパ
1678,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0412700_4_f.pdf,ボスニア・ヘルツェゴビナ,2010,オクタヴィアジャパン株式会社,稲澤健一,1299000000.0,794000000.0,2004-11-01,2006-11-30,2004-11-01,2006-12-01,26.0,26.0,高い,,高い,,高い,,100.0,高い,,,非常に高い,,無償,保健・医療,第3次一次医療施設医療機材整備計画,1,欧州,南ヨーロッパ
1679,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0605635_4_f.pdf,ボスニア・ヘルツェゴビナ,2012,株式会社アースアンドヒューマンコーポレーション,十津川淳,340000000.0,412000000.0,2007-01-01,2009-12-01,2007-01-01,2009-12-01,36.0,36.0,高い,,中程度,中程度,中程度,,100.0,中程度,,,一部課題がある,,技協,観光一般,エコツーリズムを中心とする持続可能な地域振興プロジェクト,1,欧州,南ヨーロッパ
1680,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0706600_4_f.pdf,ボスニア・ヘルツェゴビナ,2011,バルカン事務所,,844000000.0,843000000.0,2007-09-01,2008-10-15,2007-09-01,2009-01-01,14.0,17.0,高い,,中程度,中程度,中程度,100.0,119.0,高い,,,高い,,無償,道路,道路維持管理用機材整備計画,1,欧州,南ヨーロッパ
1681,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0704336_4_f.pdf,ボスニア・ヘルツェゴビナ,2019,バルカン事務所,,327000000.0,433000000.0,2008-09-01,2011-08-15,2008-09-01,2013-11-01,36.0,63.0,高い,,高い,高い,中程度,132.0,175.0,中程度,,,高い,,技協,農業一般,スレブレニツァ地域における信頼醸成のための農業・農村開発プロジェクト,1,欧州,南ヨーロッパ
1682,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1300259_4_f.pdf,ボスニア・ヘルツェゴビナ,2019,バルカン事務所,,383000000.0,414000000.0,2014-01-01,2017-03-01,2014-01-01,2017-03-01,39.0,39.0,高い,,高い,高い,中程度,108.0,100.0,中程度,,,高い,,技協,行政一般,地方開発を通じた信頼醸成プロジェクト,1,欧州,南ヨーロッパ
1683,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000791_4_f.pdf,ボスニア・ヘルツェゴビナ,2018,バルカン事務所,,300000000.0,200000000.0,,,2012-07-01,2015-11-01,,41.0,高い,,高い,高い,中程度,67.0,114.0,中程度,,,高い,,技協,観光一般,ヘルツェゴビナ国際観光コリドー・環境保全プロジェクト,1,欧州,南ヨーロッパ
1684,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1100476_4_f.pdf,ボツワナ,2021,OPMAC 株式会社,宮崎慶司,300000000.0,296000000.0,2012-03-01,2017-03-01,2012-04-01,2017-04-01,60.0,60.0,高い,,中程度,中程度,高い,98.0,100.0,高い,,,非常に高い,,技協,農業一般,ボツワナ乾燥冷害地域におけるヤトロファ・バイオエネルギー生産のシステム開発,1,アフリカ,南部アフリカ
1685,https://www2.jica.go.jp/ja/evaluation/pdf/2022_1302237_4_f.pdf,ボツワナ,2022,ボツワナ支所,,211000000.0,250000000.0,2014-09-01,2016-08-01,2014-09-01,2016-08-01,24.0,24.0,高い,,中程度,中程度,中程度,118.0,100.0,高い,,,高い,,技協,放送,地上デジタル放送日本方式実施プロジェクト,1,アフリカ,南部アフリカ
1686,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0603356_4_f.pdf,ボリビア,2011,ボリビア事務所,,,647000000.0,2001-11-01,2006-10-01,2001-11-01,2006-10-01,60.0,60.0,高い,,中程度,中程度,中程度,,,中程度,,,一部課題がある,,技協,保健・医療,サンタクルス県地域保健ネットワーク強化プロジェクト,1,中南米,南アメリカ
1687,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0603355_4_f.pdf,ボリビア,2012,株式会社コーエイ総合研究所,飯村文,520000000.0,990000000.0,2002-07-01,2007-06-10,2002-07-01,2009-06-01,60.0,84.0,中程度,,低い,低い,低い,190.0,140.0,中程度,,,低い,,技協,鉱業,鉱山環境研究センタープロジェクト,1,中南米,南アメリカ
1688,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0603366_4_f.pdf,ボリビア,2015,ボリビア事務所,,260000000.0,715000000.0,2003-07-01,2010-07-01,2003-07-01,2010-07-01,84.0,84.0,高い,,中程度,中程度,高い,100.0,100.0,低い,,,一部課題がある,,技協,教育,学校教育の質向上プロジェクト,1,中南米,南アメリカ
1689,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0603372_4_f.pdf,ボリビア,2011,合同会社適材適所,五味剛史,350000000.0,283000000.0,2004-12-01,2008-02-01,2004-12-01,2008-02-01,49.0,39.0,高い,,高い,高い,高い,81.0,100.0,低い,,,高い,効率性評価において、協力期間は計画通りであったと記載があるものの、3ページの協力の概要の表では実績期間が2008年2月までとなっているため、そちらを優先しました。,技協,畜産,小規模畜産農家のための技術普及改善計画プロジェクト,1,中南米,南アメリカ
1690,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0603346_4_f.pdf,ボリビア,2012,株式会社コーエイ総合研究所,池野雅文,406000000.0,456830000.0,2005-04-01,2010-03-01,2005-04-01,2010-03-01,60.0,60.0,高い,,高い,高い,中程度,113.0,100.0,中程度,,,高い,,技協,農業一般,農牧技術センタープロジェクトフェーズ2,1,中南米,南アメリカ
1691,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0507800_4_f.pdf,ボリビア,2010,ボリビア事務所,,683000000.0,683000000.0,2005-07-01,2006-07-11,2005-07-01,2006-12-01,13.0,18.0,高い,,中程度,中程度,中程度,100.0,138.0,中程度,,,一部課題がある,ボリビア側の資金不足により、灌漑水路改修は目標未達となっている。,無償,農業機械,ラパス県村落開発機材整備計画,1,中南米,南アメリカ
1692,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0501400_4_f.pdf,ボリビア,2010,ボリビア事務所,,351000000.0,338000000.0,2005-07-01,2007-05-22,2005-07-01,2007-03-01,24.0,21.0,高い,,高い,高い,高い,96.0,88.0,高い,,,非常に高い,,無償,運輸交通一般,日本・ボリビア友好橋改修計画,1,中南米,南アメリカ
1693,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0510600_4_f.pdf,ボリビア,2010,ボリビア事務所,,847000000.0,847000000.0,2005-08-01,2007-01-08,2005-08-01,2007-07-01,18.0,24.0,高い,,高い,高い,中程度,100.0,133.0,中程度,,,高い,,無償,保健・医療,ベニ県南部医療保健施設改善計画,1,中南米,南アメリカ
1694,https://www2.jica.go.jp/ja/evaluation/pdf/2011_0609900_4_f.pdf,ボリビア,2011,ボリビア事務所,,761000000.0,761000000.0,2006-08-01,2007-12-21,2006-08-01,2008-03-01,16.0,20.0,高い,,中程度,中程度,中程度,100.0,114.0,中程度,,,一部課題がある,,無償,保健・医療,医薬品供給センター整備計画,1,中南米,南アメリカ
1695,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0706400_4_f.pdf,ボリビア,2012,ボリビア事務所,,684000000.0,654000000.0,2006-08-01,2008-03-01,2007-06-01,2009-02-01,39.0,39.0,高い,,中程度,中程度,高い,96.0,100.0,中程度,,,高い,,無償,農業土木,コチャバンバ県灌漑施設改修計画,1,中南米,南アメリカ
1696,https://www2.jica.go.jp/ja/evaluation/pdf/2010_0613800_4_f.pdf,ボリビア,2010,ボリビア事務所,,900000000.0,794000000.0,2007-01-01,2008-02-01,2007-01-01,2008-02-01,14.0,14.0,高い,,高い,高い,高い,88.0,100.0,中程度,,,非常に高い,,無償,運輸交通一般,地方道路拡充機材整備計画,1,中南米,南アメリカ
1697,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0700536_4_f.pdf,ボリビア,2016,ボリビア事務所,,137000000.0,209000000.0,2008-01-01,2010-12-01,2008-01-01,2011-06-01,36.0,42.0,高い,,中程度,中程度,低い,152.0,117.0,高い,,,一部課題がある,,技協,農業一般,高地高原中部地域開発計画プロジェクト,1,中南米,南アメリカ
1698,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0715600_4_f.pdf,ボリビア,2014,ボリビア事務所,,969000000.0,969000000.0,2008-03-10,2010-04-16,2008-03-10,2010-08-17,25.0,29.0,高い,,高い,高い,中程度,100.0,116.0,中程度,,,高い,効率性評価において、「事業費が計画を上回った（計画比：116％）」と記載があるが、本文の前後関係（雨季によるアクセス悪化など）から事業期間が計画を上回ったと解釈し、効率性_期間に116%を記載。事業費は計画時と実績が同額のため、効率性_コストは100%とした。,無償,教育,ポトシ市及びスクレ市教育施設建設計画,1,中南米,南アメリカ
1699,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0800574_4_f.pdf,ボリビア,2015,ボリビア事務所,,290000000.0,256000000.0,2008-06-01,2011-12-01,2008-06-01,2011-12-01,43.0,43.0,高い,,高い,高い,高い,88.0,100.0,中程度,,,非常に高い,,技協,上水道,生命の水プロジェクト フェーズ2,1,中南米,南アメリカ
1700,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868310_4_f.pdf,ボリビア,2014,ボリビア事務所,,398000000.0,367000000.0,2009-02-05,2010-07-29,2009-02-05,2010-08-31,17.0,19.0,高い,,中程度,中程度,中程度,92.0,106.0,高い,,,高い,,無償,文化,国立マン・セスペ音楽アカデミー校舎建設計画,1,中南米,南アメリカ
1701,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0700538_4_f.pdf,ボリビア,2014,株式会社グローバル・グループ21ジャパン,吉田健,300000000.0,519000000.0,2009-03-01,2012-02-28,2009-03-01,2012-09-01,36.0,42.0,高い,,高い,高い,低い,173.0,117.0,中程度,,,一部課題がある,,技協,道路,道路防災及び橋梁維持管理キャパシティ・ディベロップメントプロジェクト,1,中南米,南アメリカ
1702,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960170_4_f.pdf,ボリビア,2014,株式会社グローバル・グループ21ジャパン,薗田元,1224000000.0,1104000000.0,2009-05-01,2011-02-07,2009-05-01,2011-08-01,22.0,28.0,中程度,,低い,低い,中程度,95.0,127.0,高い,,,低い,,無償,上水道,コチャバンバ市南東部上水道施設改善計画,1,中南米,南アメリカ
1703,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0700533_4_f.pdf,ボリビア,2017,株式会社国際開発センター,長谷川祐輔,460000000.0,381000000.0,2009-05-01,2014-05-01,2009-05-01,2014-05-01,60.0,60.0,高い,,高い,高い,高い,83.0,100.0,中程度,,,非常に高い,,技協,農業一般,持続的農村開発のための実施体制整備計画プロジェクトフェーズ2,1,中南米,南アメリカ
